days_since_last_review,global_difficulty,last_review_quality,initial_difficulty,repetition_count,verse_count,avg_time_taken,next_review_outcome
32,1,3,2,9,24,14,1
26,1,4,1,1,18,10,1
39,4,2,5,13,47,47,0
29,1,3,2,8,35,20,0
59,3,3,4,10,9,3,0
7,3,3,2,20,42,24,1
53,1,2,2,2,35,25,0
37,3,2,4,5,19,19,0
44,3,3,3,2,15,8,0
39,3,2,4,1,34,31,0
39,4,3,3,7,29,20,0
16,3,3,4,19,5,3,1
55,3,3,2,19,39,23,0
53,2,2,3,6,7,6,0
52,1,2,1,19,22,18,0
42,3,1,3,16,3,3,0
10,1,4,1,5,12,7,1
12,2,4,1,3,40,21,1
11,2,4,3,1,10,8,1
27,1,2,2,8,45,34,0
48,3,3,3,11,11,6,0
37,2,1,1,9,31,24,0
10,4,4,5,13,17,9,1
7,3,4,2,4,7,4,1
1,1,5,1,19,29,15,1
41,3,2,2,15,46,43,0
28,3,3,3,11,20,11,1
60,1,1,2,14,23,18,0
22,4,3,4,11,43,27,0
21,2,4,2,4,29,17,1
37,3,2,2,4,25,23,0
4,4,4,3,12,23,15,1
9,2,3,3,8,11,6,0
57,3,2,2,15,43,38,0
55,3,2,2,17,25,21,0
18,3,4,2,14,25,14,1
0,2,5,1,11,17,7,1
55,1,2,1,1,15,10,0
47,3,1,2,12,43,42,0
0,2,5,3,14,41,24,1
36,1,1,1,10,32,24,0
31,1,1,2,2,31,23,0
8,1,4,1,11,27,16,1
47,4,1,3,7,39,36,0
17,4,3,4,17,7,4,1
2,2,5,2,10,18,9,1
43,3,2,4,19,39,34,0
0,4,4,4,14,26,19,1
25,4,2,5,15,45,45,0
57,1,1,2,9,39,30,0
29,1,3,1,17,49,24,0
2,1,4,2,1,7,4,1
19,2,2,1,3,15,10,0
45,1,1,1,12,17,11,0
18,1,2,1,11,29,23,1
11,4,2,3,7,3,1,1
33,2,3,1,6,13,7,1
33,3,2,4,10,36,34,0
28,3,3,4,15,9,3,0
10,1,3,1,11,4,2,1
60,4,2,4,5,23,20,0
9,3,3,3,13,5,3,1
1,4,5,5,7,43,27,1
31,2,1,3,5,47,40,0
47,3,3,2,18,49,26,0
45,1,3,1,20,19,9,0
7,4,4,3,13,46,31,1
26,2,3,1,8,8,5,1
38,3,2,4,2,6,3,0
31,4,1,3,18,50,50,0
40,1,2,1,12,20,16,0
57,1,1,1,8,35,29,0
45,4,2,3,11,38,38,0
5,4,5,5,4,25,18,1
8,4,4,4,3,49,28,1
27,2,3,2,13,5,4,1
8,4,4,3,13,49,30,1
24,1,4,2,10,16,5,0
29,1,2,2,11,16,13,1
27,3,2,4,3,38,32,0
46,1,2,1,18,23,15,0
42,1,3,2,13,10,7,0
30,1,4,1,5,4,3,1
27,3,2,3,19,7,5,0
15,4,3,5,1,44,27,0
45,1,1,2,15,41,30,0
21,3,3,2,10,46,27,0
11,4,3,5,20,43,29,0
38,1,2,2,6,11,8,0
57,3,2,2,14,3,5,0
60,2,1,1,13,30,24,0
29,3,3,2,10,16,8,1
48,4,1,4,15,3,4,0
57,2,3,1,12,36,20,0
31,1,2,2,20,41,29,0
9,4,3,3,18,42,27,1
5,3,5,3,3,20,13,1
8,1,4,2,6,36,19,1
37,2,1,1,5,25,21,0
31,2,2,1,14,9,6,0
32,2,1,2,5,29,23,0
41,1,1,1,20,30,25,0
34,2,2,3,14,15,15,0
35,1,1,2,20,16,15,0
46,3,1,4,6,42,38,0
24,3,4,4,18,3,1,1
44,1,1,2,15,46,38,0
57,3,3,3,10,14,7,0
44,5,3,5,19,33,23,0
5,4,5,5,6,32,21,1
2,2,4,1,20,13,9,1
41,1,3,1,19,7,4,1
41,1,2,2,7,19,17,0
7,2,4,3,6,29,17,1
56,3,2,2,16,12,11,0
28,2,4,1,20,41,24,1
59,3,1,3,11,50,48,0
13,1,3,1,9,27,12,1
22,3,2,3,19,46,39,1
38,1,3,2,10,37,19,0
11,3,2,4,6,9,6,1
53,3,2,3,6,48,41,0
17,3,3,2,15,22,11,0
49,3,1,3,11,9,6,0
10,2,3,1,5,17,10,1
25,1,3,1,8,24,14,1
45,3,2,4,13,9,8,0
11,1,2,2,11,4,1,0
19,3,2,3,8,21,18,1
58,2,2,2,19,12,11,0
10,2,3,3,19,24,12,1
29,1,2,1,11,5,3,0
51,1,2,1,15,8,4,0
15,1,2,1,3,41,32,1
8,2,2,1,8,23,18,1
9,4,3,3,1,4,1,0
49,2,1,1,2,4,1,0
39,4,2,5,16,13,13,0
41,1,1,1,11,30,21,0
43,3,2,2,13,30,30,0
16,2,2,2,16,33,27,1
11,4,4,3,2,15,12,1
52,2,2,1,12,42,34,0
35,1,1,1,10,10,5,0
0,1,5,1,9,28,13,1
28,1,4,2,7,49,24,1
51,1,2,1,15,26,18,0
60,4,3,4,11,4,3,0
48,4,2,5,13,38,40,0
39,3,2,4,15,23,18,0
2,1,5,2,20,31,16,1
4,2,5,2,18,42,25,1
36,2,1,1,4,40,32,0
56,4,1,4,8,20,19,0
33,3,2,4,7,46,43,0
11,3,3,2,4,40,21,0
43,1,3,1,11,50,25,0
25,3,2,2,16,7,5,1
26,2,4,3,15,46,23,0
26,3,4,4,14,16,7,0
3,1,5,1,4,27,15,1
18,2,3,1,8,29,17,0
48,4,2,4,19,38,39,0
56,3,1,3,12,25,21,0
54,1,2,2,19,35,28,0
22,2,2,3,18,35,32,1
16,1,3,2,16,36,16,0
12,2,2,3,13,36,28,1
54,1,1,2,15,25,20,0
25,4,4,3,6,12,9,1
7,1,4,2,16,39,22,1
50,5,3,5,18,41,25,0
37,3,2,3,4,9,10,0
41,1,2,2,10,27,19,0
37,4,2,4,20,5,5,0
58,1,2,1,19,8,8,0
25,1,3,1,18,29,16,1
35,3,1,4,1,43,41,0
38,3,1,4,8,14,13,0
39,3,1,2,20,38,35,0
24,4,2,5,9,32,29,0
47,4,2,4,17,9,6,0
27,1,4,1,4,14,6,1
53,4,2,4,18,23,21,0
46,3,1,2,5,50,46,0
59,3,1,4,3,22,23,0
23,4,2,5,1,4,3,0
40,2,2,2,20,35,32,0
59,2,1,2,4,22,17,0
48,4,1,5,1,25,26,0
2,3,5,2,18,40,22,1
30,1,3,2,2,13,8,0
25,4,4,5,12,47,27,0
45,4,1,3,19,3,2,0
26,1,2,1,14,42,33,1
9,1,2,1,2,38,32,0
13,3,3,3,14,36,19,0
53,3,2,4,9,22,21,0
48,1,1,1,16,30,24,0
7,4,4,5,14,38,25,1
6,3,5,2,1,39,25,1
30,4,3,4,3,39,23,1
31,2,2,3,20,40,35,1
55,1,2,2,4,30,25,0
14,3,3,3,14,45,24,1
26,3,4,3,11,8,6,0
60,4,3,4,18,42,28,0
48,3,1,2,16,50,47,0
0,3,4,3,8,4,1,1
4,3,5,4,2,46,28,1
16,1,3,2,7,47,24,0
28,3,3,4,19,13,5,1
49,1,1,2,13,21,14,0
35,2,3,3,9,16,6,0
10,4,2,4,8,5,6,1
19,1,4,2,19,29,15,1
0,4,5,3,20,44,29,1
0,1,5,1,8,39,18,1
40,4,1,3,12,6,3,0
18,1,2,1,16,22,17,0
10,2,4,1,14,24,13,1
57,3,1,4,12,7,5,0
6,3,4,2,9,42,25,1
47,3,2,3,2,30,27,0
20,4,4,5,19,14,6,0
5,4,5,3,16,19,9,1
33,2,2,1,18,37,30,1
23,3,2,3,18,31,29,0
7,1,3,2,10,8,3,1
27,1,2,1,15,36,26,1
3,4,4,4,20,26,15,1
49,1,3,1,11,45,20,0
51,2,1,1,17,42,34,0
19,3,3,4,16,12,10,1
32,3,2,4,10,20,21,0
54,2,3,3,15,27,17,0
33,3,1,2,5,38,37,0
25,1,4,1,12,12,7,0
39,1,2,2,13,28,22,0
27,1,4,1,18,20,10,0
26,4,4,5,18,41,26,0
47,3,1,4,12,5,3,0
13,3,4,2,4,21,12,1
8,3,2,4,19,26,26,1
56,3,2,3,16,15,16,0
30,3,3,4,18,38,24,1
13,3,3,4,19,32,21,1
33,1,1,1,10,25,22,0
26,3,4,4,19,13,8,1
44,4,2,5,7,29,26,0
2,3,5,4,8,24,14,1
5,3,4,3,6,50,29,1
55,1,2,1,7,49,37,0
15,1,4,1,5,22,12,1
56,3,2,3,9,50,48,0
29,3,4,4,14,41,23,0
43,2,3,1,5,12,6,0
4,1,4,1,1,15,10,1
15,1,2,1,8,26,18,0
1,3,4,4,19,4,2,1
42,3,2,3,8,27,22,0
25,3,2,2,4,7,4,1
57,2,3,1,13,5,5,0
5,3,4,2,16,4,3,1
8,2,2,1,13,36,31,1
56,3,1,4,17,44,38,0
27,1,4,2,15,5,1,0
31,3,2,3,2,14,14,0
34,3,1,4,10,16,14,0
34,3,2,3,6,4,6,0
11,4,2,3,6,41,43,1
2,1,4,2,1,49,27,1
29,3,3,4,19,37,24,0
27,3,3,3,20,39,21,1
17,1,3,2,17,12,6,0
4,3,4,4,1,7,2,1
31,3,2,2,18,4,1,0
24,2,2,2,3,7,7,1
8,3,4,4,8,43,27,1
53,1,2,1,14,50,40,0
8,2,3,1,13,5,3,1
26,1,4,2,13,25,15,0
50,3,1,2,20,45,39,0
18,3,3,2,18,30,20,1
1,3,5,3,6,45,25,1
13,2,3,3,3,35,17,0
31,3,2,4,12,27,26,0
26,4,4,4,16,18,13,0
6,2,5,2,15,22,11,1
3,4,4,5,8,49,33,1
0,1,4,1,5,8,6,1
20,1,4,1,8,47,23,1
49,3,2,4,10,29,28,0
57,4,2,3,7,28,25,0
36,2,2,1,19,37,33,1
5,3,5,4,10,6,2,1
0,1,4,1,15,38,17,1
47,1,1,1,16,30,25,0
13,1,2,1,19,4,2,1
32,1,3,1,16,49,23,0
41,3,2,2,13,17,16,0
10,3,2,3,2,6,4,1
6,4,5,5,14,44,26,1
57,3,2,3,10,6,4,0
56,2,2,2,19,35,29,0
47,4,2,4,10,16,18,0
54,4,2,4,17,31,29,0
18,1,3,1,20,9,6,0
15,1,4,2,2,33,15,1
10,2,3,2,8,20,10,0
6,3,5,3,2,27,13,1
13,2,2,1,5,32,27,1
2,4,5,5,9,29,18,1
3,1,5,1,19,30,17,1
49,3,3,4,13,4,3,0
27,1,4,1,1,4,2,0
6,1,5,1,12,22,13,1
30,2,2,3,16,12,9,1
4,3,4,2,6,36,20,1
1,3,5,3,9,31,19,1
41,3,1,4,9,23,19,0
18,1,3,1,3,39,19,1
43,3,2,2,14,9,9,0
10,5,3,5,11,30,22,1
12,3,3,2,18,44,26,1
23,3,4,4,7,39,24,0
59,2,2,3,18,7,8,0
11,3,4,4,18,28,19,1
21,2,4,3,19,6,6,0
46,3,1,2,2,32,31,0
1,3,5,4,9,6,6,1
25,2,2,3,12,50,43,1
1,4,5,3,5,50,29,1
56,3,1,2,7,25,20,0
33,2,2,3,18,26,20,0
36,1,1,1,8,47,36,0
6,1,5,2,5,47,23,1
36,3,1,3,1,40,38,0
10,1,3,1,8,32,18,1
38,3,1,2,20,37,34,0
22,2,4,1,6,10,3,0
7,2,4,2,20,10,4,1
26,3,3,2,15,26,15,1
0,1,5,2,12,12,5,1
14,3,2,4,9,47,41,1
11,3,4,4,19,7,4,1
34,2,1,3,7,32,24,0
28,1,4,1,8,46,23,1
9,3,2,2,9,19,19,0
3,1,4,1,17,4,1,1
27,3,4,4,18,48,28,1
4,1,5,2,14,3,1,1
36,1,3,1,20,15,7,1
12,2,4,1,10,24,10,1
20,4,2,4,16,17,14,0
31,1,3,2,2,5,5,1
46,4,1,4,3,28,27,0
20,1,3,1,3,40,22,1
47,2,1,2,7,33,27,0
44,2,1,2,18,50,43,0
56,3,1,4,1,40,39,0
1,2,5,3,14,32,20,1
18,5,4,5,1,12,9,0
19,4,4,4,1,10,6,0
24,3,4,4,13,22,11,0
9,3,2,2,16,46,39,1
4,2,5,3,19,28,17,1
19,2,4,3,19,41,24,1
35,2,2,2,2,21,18,0
47,3,3,2,18,49,30,0
45,1,3,1,5,39,22,0
16,1,4,2,8,24,12,1
42,3,2,4,17,8,7,0
21,1,3,1,5,40,19,1
27,1,3,1,1,27,16,0
23,1,2,1,13,30,22,1
30,1,2,1,18,43,34,0
8,1,4,1,4,9,6,1
47,3,1,4,11,48,46,0
53,2,3,3,16,19,8,0
54,2,3,2,16,5,5,0
39,4,2,4,20,8,9,0
0,4,5,3,10,41,27,1
39,3,3,3,14,21,11,0
21,1,4,2,14,42,23,0
60,2,2,2,2,32,29,0
28,1,2,1,11,15,14,0
15,1,2,1,14,26,22,1
4,3,5,2,3,29,14,1
60,3,1,4,5,8,5,0
1,4,5,3,20,32,21,1
13,4,2,5,3,33,35,0
40,3,2,4,1,4,6,0
0,3,4,4,10,4,1,1
1,2,5,1,6,15,9,1
23,2,4,3,6,39,19,1
10,2,4,1,7,21,12,1
26,4,4,5,13,46,28,0
5,1,4,1,15,38,18,1
53,4,3,3,4,5,4,0
36,5,1,5,20,41,42,0
30,2,3,2,7,43,26,1
53,2,1,1,15,26,21,0
25,1,2,1,5,38,30,0
42,3,2,2,4,4,3,0
49,1,3,1,17,13,9,0
6,3,5,2,11,14,6,1
17,3,2,4,12,24,22,1
59,3,1,2,6,16,17,0
36,5,2,5,10,37,41,0
5,2,5,1,19,49,27,1
19,1,4,1,2,4,2,1
37,3,3,2,8,14,9,0
20,4,3,3,3,16,11,0
23,1,4,2,7,11,3,0
57,3,3,2,9,12,5,0
16,1,3,1,15,25,10,1
58,3,2,3,9,14,10,0
1,2,5,2,13,46,23,1
26,3,2,3,15,20,19,1
40,4,1,5,5,6,7,0
50,3,3,3,14,31,21,0
45,2,1,2,8,38,34,0
29,1,4,1,1,3,2,0
38,3,2,4,15,22,22,0
59,3,2,3,20,13,12,0
2,3,5,2,18,12,8,1
15,2,2,2,1,50,44,1
33,3,3,2,4,46,24,1
29,1,2,1,7,9,4,0
12,3,4,2,9,3,1,1
5,1,4,1,4,21,10,1
2,1,5,2,12,13,4,1
9,2,3,2,20,49,25,1
13,1,3,1,13,7,5,1
23,4,2,5,14,29,30,1
38,1,2,1,2,21,19,0
12,3,2,3,8,9,9,0
33,2,2,2,15,12,8,1
40,2,2,1,16,30,27,0
25,4,4,3,11,13,6,1
56,3,2,2,16,4,3,0
10,3,2,4,12,47,41,1
29,2,3,2,6,38,19,0
47,1,1,1,16,5,5,0
24,1,4,2,7,6,1,0
31,1,1,1,8,44,33,0
59,3,1,4,1,37,36,0
55,2,3,1,20,49,29,0
9,4,4,3,5,35,23,1
16,2,2,2,12,13,12,1
13,4,3,5,15,39,24,0
9,1,4,1,15,29,15,1
36,4,1,3,13,34,36,0
15,1,3,1,16,35,17,1
11,3,2,3,3,35,32,1
10,1,4,2,1,13,7,1
43,4,1,3,6,46,43,0
56,1,3,1,20,18,9,0
51,2,2,1,5,28,21,0
54,1,1,2,14,19,14,0
15,4,4,5,15,49,28,1
33,1,3,1,2,31,16,1
4,3,5,3,4,46,29,1
4,1,5,2,10,26,12,1
37,2,2,2,11,17,12,0
34,1,1,2,6,38,31,0
32,2,2,2,16,28,25,1
32,1,1,1,6,35,29,0
37,1,2,1,16,17,12,0
11,1,3,1,17,4,1,1
31,1,3,1,8,39,21,1
27,3,3,4,11,50,30,0
0,1,5,1,11,39,21,1
36,3,2,2,14,42,36,0
5,1,4,1,18,38,18,1
18,1,3,2,5,6,1,1
8,2,2,1,15,19,15,1
24,3,2,4,1,32,31,0
37,3,2,2,9,30,29,0
52,3,3,3,19,35,21,0
9,3,4,4,14,28,14,1
13,1,4,1,6,36,17,1
29,3,3,4,20,32,17,0
49,2,2,2,13,7,8,0
34,1,1,2,9,3,1,0
47,1,1,1,11,40,29,0
60,4,2,4,2,16,15,0
56,1,1,1,8,4,2,0
11,3,4,4,2,38,22,1
50,4,3,3,10,14,6,0
18,2,3,2,2,5,2,0
13,4,4,5,8,17,9,1
39,2,3,2,6,12,4,0
27,1,3,2,8,25,12,1
10,1,2,1,15,40,30,1
3,1,5,1,16,50,22,1
22,3,4,4,7,27,13,1
15,4,3,5,20,47,30,0
10,2,2,2,7,28,25,1
40,4,2,5,14,46,45,0
36,4,3,3,6,22,15,0
9,1,3,2,6,49,22,0
28,4,3,5,15,34,19,0
51,3,1,4,13,8,5,0
5,3,5,4,7,12,7,1
4,5,4,5,9,37,27,1
49,3,1,2,6,4,2,0
21,2,3,1,8,39,20,0
57,4,2,5,6,37,35,0
12,1,4,1,19,35,15,1
60,3,3,2,1,39,22,0
42,1,2,1,8,42,33,0
40,2,2,3,14,6,4,0
46,1,2,1,12,4,2,0
22,1,4,2,12,49,26,0
53,1,3,1,18,29,17,0
56,2,3,3,5,45,26,0
60,1,2,2,14,43,35,0
29,3,3,4,2,46,26,0
24,4,4,3,5,26,14,1
4,3,5,2,14,45,27,1
48,3,2,2,10,36,35,0
22,3,3,2,2,42,26,1
58,1,2,2,19,12,7,0
55,3,2,3,16,8,5,0
9,3,3,4,19,14,7,1
55,2,3,3,7,46,25,0
3,3,4,4,14,25,12,1
26,1,4,1,18,24,13,0
46,2,2,2,3,3,1,0
41,3,1,4,9,12,10,0
52,3,1,4,6,27,25,0
2,3,5,2,11,40,26,1
3,4,4,3,5,28,17,1
29,2,2,3,10,49,42,1
35,1,1,1,8,39,28,0
40,1,1,2,7,18,11,0
45,2,3,1,10,49,25,0
18,3,3,3,7,9,3,1
8,3,4,3,15,29,15,1
29,3,2,2,16,17,13,0
37,3,1,2,5,37,33,0
9,3,3,3,15,33,17,1
30,4,2,4,9,12,10,0
9,3,3,2,19,42,25,1
22,2,2,3,19,4,4,0
38,1,2,1,6,38,29,0
12,3,2,2,20,11,11,0
6,3,5,2,2,22,12,1
47,3,2,2,5,40,36,0
35,1,1,1,11,50,40,0
24,3,4,2,2,16,12,0
42,2,3,1,7,8,2,0
2,2,4,3,5,42,25,1
21,1,2,1,15,20,17,0
57,3,1,3,19,13,13,0
60,4,1,4,18,15,12,0
53,1,2,1,6,50,41,0
35,1,2,1,5,49,40,0
19,3,3,3,17,27,15,0
25,2,2,2,15,3,3,1
34,4,1,3,9,5,7,0
2,3,5,2,16,22,10,1
16,1,2,2,18,16,13,1
54,3,2,4,2,38,37,0
45,3,1,3,3,44,42,0
51,3,2,2,11,27,24,0
13,4,3,5,6,22,14,1
53,3,2,4,14,50,47,0
22,4,2,3,11,41,42,1
53,1,1,2,7,5,5,0
43,4,1,3,5,16,15,0
0,3,5,4,5,8,2,1
42,4,2,4,15,50,49,0
51,3,1,3,18,40,39,0
54,1,1,1,8,37,27,0
19,3,4,2,11,10,7,0
47,3,1,3,8,39,38,0
6,2,4,2,6,30,14,1
3,5,5,5,12,25,14,1
32,1,2,2,16,44,35,0
5,1,4,1,11,14,7,1
34,3,1,3,10,33,28,0
32,1,2,1,10,12,8,1
40,1,3,1,13,10,2,1
28,4,3,4,18,48,33,0
55,4,2,5,7,44,41,0
6,3,5,4,17,12,7,1
20,4,3,5,15,31,21,1
35,1,1,1,5,8,6,0
4,2,5,1,18,13,8,1
45,2,1,3,13,45,36,0
0,3,5,3,13,19,13,1
22,1,4,1,4,48,24,1
47,4,3,3,15,35,24,0
5,4,4,5,7,30,19,1
9,2,2,2,7,35,31,1
57,3,1,3,15,10,8,0
3,3,5,3,11,13,5,1
55,3,3,4,19,30,19,0
59,2,2,1,16,10,7,0
20,4,3,3,5,15,8,1
11,3,4,3,20,36,19,1
19,3,4,3,19,24,16,1
53,3,1,3,14,13,11,0
59,3,1,2,16,17,16,0
2,1,4,1,20,31,15,1
14,1,2,2,18,46,35,0
42,1,2,1,20,27,19,0
37,2,2,1,9,42,35,0
27,3,3,4,19,38,21,0
5,3,5,2,3,9,3,1
32,1,2,2,7,31,24,0
23,2,2,2,9,48,39,1
43,3,1,2,1,46,44,0
41,3,2,2,18,5,3,0
60,1,1,1,2,8,7,0
22,2,4,3,6,21,9,1
3,4,5,4,14,27,18,1
5,4,5,5,9,6,5,1
47,1,2,1,17,6,2,0
12,3,4,3,12,45,29,1
23,3,4,3,12,17,9,0
16,3,2,2,17,8,9,0
38,2,2,2,16,50,45,0
18,2,2,2,12,3,5,1
50,1,2,2,13,9,4,0
51,5,2,4,16,42,46,0
41,5,1,5,7,34,33,0
36,3,2,3,5,3,2,0
8,4,2,4,13,23,23,1
58,3,1,3,15,32,28,0
21,2,3,3,4,26,16,1
59,4,2,4,9,12,14,0
2,2,5,2,15,31,17,1
40,2,1,3,11,38,32,0
26,3,3,3,1,3,1,1
37,1,3,1,1,42,23,0
14,4,2,5,10,38,40,1
31,3,3,3,14,8,4,0
55,4,3,5,12,37,24,0
21,1,4,2,8,40,17,0
24,3,2,3,14,6,6,1
33,3,1,2,9,9,9,0
50,1,2,1,15,24,21,0
49,1,2,1,17,21,14,0
31,1,2,1,2,11,11,0
54,1,3,1,9,7,4,0
28,1,4,2,10,26,14,0
24,2,2,3,7,25,20,0
53,3,1,3,9,21,21,0
33,4,3,3,1,40,27,0
48,1,1,2,7,3,3,0
60,4,2,5,1,23,24,0
17,2,4,1,1,26,14,0
23,1,2,2,1,49,35,1
1,5,4,4,7,18,13,1
43,2,1,2,18,38,31,0
14,2,2,2,2,5,6,0
52,1,3,1,9,18,7,0
42,1,3,1,1,15,8,0
15,4,2,4,17,4,5,0
0,2,5,1,13,47,28,1
42,2,3,1,8,47,24,0
48,4,2,4,5,38,39,0
13,3,3,4,15,31,16,1
51,2,1,2,4,39,33,0
29,1,4,1,6,12,5,1
35,2,1,2,15,7,4,0
2,3,5,4,14,16,11,1
9,3,2,2,13,44,39,1
12,4,4,3,16,5,2,1
52,1,1,1,16,31,26,0
2,5,5,5,5,14,8,1
15,1,2,1,8,23,15,0
29,3,4,4,1,42,22,0
26,3,4,4,16,34,18,0
16,3,2,3,5,17,15,1
27,1,2,1,17,48,38,1
27,1,4,1,12,30,17,1
56,3,2,2,14,25,24,0
40,3,1,3,3,26,25,0
25,3,2,2,14,49,45,1
23,1,3,1,4,11,8,1
42,4,2,4,2,5,7,0
58,1,2,1,15,12,10,0
5,1,4,1,12,46,20,1
53,3,1,4,18,12,11,0
52,3,1,3,1,47,43,0
39,2,1,3,10,38,33,0
37,3,3,4,19,7,7,1
30,5,3,4,19,45,28,0
14,4,2,4,18,18,15,0
60,1,2,2,17,18,14,0
52,4,3,5,12,42,24,0
47,1,3,1,10,25,10,0
58,2,2,1,3,4,4,0
20,4,2,3,5,18,20,0
33,1,1,2,1,34,26,0
16,2,2,3,14,26,22,0
52,1,3,2,17,16,5,0
42,1,1,1,3,43,32,0
16,2,3,2,3,3,4,0
36,3,1,2,18,8,7,0
24,2,4,2,20,25,12,1
34,3,2,4,2,6,3,0
33,1,2,1,20,44,34,0
31,3,1,4,16,43,37,0
43,3,2,3,14,45,39,0
37,4,2,4,18,10,10,0
47,1,3,2,7,44,20,0
56,3,2,3,18,37,35,0
39,5,3,5,14,50,31,0
13,4,3,3,4,7,6,1
30,3,3,3,4,28,14,0
5,1,4,1,7,49,26,1
32,4,2,3,12,11,13,0
14,3,2,4,9,44,38,0
15,2,2,1,10,17,15,1
5,3,5,4,19,44,24,1
6,1,4,1,20,17,8,1
29,3,4,4,10,38,25,0
53,2,1,1,1,48,43,0
47,2,1,2,12,21,15,0
47,2,3,1,1,4,1,0
19,4,3,3,20,17,11,1
1,3,5,4,19,48,30,1
31,3,2,3,4,19,15,0
34,2,2,2,13,49,44,0
38,3,3,2,10,23,13,0
17,3,4,4,8,17,7,1
53,2,3,3,15,26,13,0
46,3,2,2,17,50,44,0
58,3,2,4,3,17,17,0
29,1,2,1,12,34,27,1
21,1,3,2,5,30,16,1
50,1,1,1,16,29,23,0
38,2,1,1,9,24,22,0
17,4,2,5,4,25,25,1
20,3,3,4,6,3,4,1
49,3,2,3,6,27,27,0
4,1,4,2,7,6,4,1
50,4,1,5,17,30,30,0
26,5,4,4,7,35,21,0
34,1,2,1,10,8,4,0
2,1,4,1,5,21,10,1
30,3,3,2,9,22,12,0
26,2,3,2,9,24,14,0
55,4,3,4,4,7,3,0
0,4,5,3,11,50,32,1
21,3,3,4,7,25,17,0
20,3,3,4,19,15,6,0
18,2,2,1,5,5,3,1
31,1,1,2,7,23,19,0
49,1,1,2,16,23,18,0
60,1,2,1,10,16,15,0
51,3,1,2,4,35,32,0
9,4,2,5,17,40,42,1
10,3,3,3,12,37,23,0
19,3,2,4,16,35,30,0
13,1,2,1,9,43,35,1
53,1,1,1,16,28,24,0
7,3,2,4,6,18,17,0
33,4,1,3,2,15,15,0
38,3,2,3,11,26,24,0
58,4,1,5,17,29,31,0
44,4,1,5,13,15,13,0
48,3,1,4,1,37,35,0
1,4,4,5,13,4,1,1
59,2,1,3,5,24,19,0
31,3,1,4,18,36,31,0
34,2,2,2,8,39,33,0
31,3,2,3,9,42,41,0
44,3,2,3,16,47,41,0
57,3,1,3,7,32,29,0
50,1,1,2,4,19,14,0
45,1,2,1,13,22,14,0
49,3,1,2,16,7,6,0
0,1,4,1,5,21,11,1
49,2,2,1,20,16,16,0
9,3,2,2,8,23,19,0
51,4,1,4,13,41,40,0
5,1,4,1,19,5,1,1
48,1,1,2,16,7,4,0
26,3,3,2,12,49,30,1
0,3,4,4,19,39,20,1
23,2,4,2,3,6,2,0
35,1,1,2,11,40,29,0
29,5,3,5,14,36,22,0
54,1,1,1,14,34,28,0
51,1,2,1,1,29,21,0
46,1,1,1,19,3,3,0
35,4,1,3,16,32,29,0
48,2,1,2,4,15,14,0
58,1,2,1,19,24,16,0
18,3,4,2,5,39,22,1
19,4,4,3,10,6,6,1
32,2,1,3,2,50,41,0
32,2,1,3,7,10,8,0
50,3,1,4,8,14,15,0
51,1,1,2,20,15,12,0
5,3,4,4,15,13,8,1
57,2,3,3,15,4,1,0
55,2,3,1,3,25,11,0
2,1,5,2,13,21,9,1
55,3,1,2,8,29,27,0
25,1,2,2,17,41,34,0
15,4,4,5,1,34,22,1
49,4,2,5,14,25,25,0
8,2,3,3,4,48,28,1
33,3,1,2,2,14,11,0
6,4,4,3,16,42,29,1
31,1,3,1,6,15,8,1
37,1,1,1,13,29,21,0
54,1,1,1,10,49,36,0
5,3,5,3,12,26,14,1
60,1,1,1,3,46,37,0
22,3,4,2,12,30,16,0
52,2,1,1,2,5,3,0
36,2,1,2,10,25,24,0
50,1,1,1,11,21,18,0
50,5,1,5,9,20,24,0
33,3,1,2,4,31,27,0
37,4,1,4,18,28,28,0
18,3,4,4,6,6,5,0
29,1,3,2,11,35,17,0
12,3,4,4,5,30,17,0
45,3,1,2,11,18,18,0
59,4,3,5,14,44,28,0
50,2,3,3,6,18,10,0
26,4,4,3,20,35,21,1
58,3,2,2,3,12,9,0
23,3,4,3,15,38,24,1
7,1,2,1,5,15,13,0
37,3,3,2,10,15,7,0
23,4,2,4,19,30,28,1
45,4,1,4,16,25,22,0
25,4,3,4,13,30,19,0
26,3,3,3,1,37,21,1
41,1,1,1,15,39,30,0
43,2,2,1,4,28,26,0
24,2,2,1,19,40,31,0
59,1,1,1,12,18,12,0
47,2,1,2,8,29,27,0
56,3,1,3,3,37,33,0
36,3,1,4,8,38,33,0
19,2,4,1,15,33,17,1
56,1,1,2,3,40,33,0
12,3,2,4,20,25,21,0
4,1,5,1,2,31,15,1
31,4,2,3,7,16,18,0
16,2,4,2,19,49,26,1
21,4,3,3,1,18,13,0
0,1,5,1,7,11,8,1
7,1,3,1,12,25,10,1
41,2,2,1,18,46,37,0
59,3,3,3,2,4,3,0
4,4,4,5,13,12,7,1
54,1,1,2,12,39,29,0
6,1,5,1,12,36,20,1
36,3,2,3,3,45,39,0
41,3,1,3,5,19,15,0
28,3,3,3,4,15,8,1
37,1,1,2,11,42,34,0
7,4,4,3,3,3,2,1
14,1,2,1,1,50,37,1
40,2,2,3,12,48,41,0
26,2,2,2,17,35,28,0
24,1,4,1,4,31,14,1
40,4,1,3,16,47,46,0
