days_since_last_review,global_difficulty,last_review_quality,initial_difficulty,repetition_count,verse_count,avg_time_taken,next_review_outcome
24,1,2,1,3,24,19,0
19,1,5,1,31,8,2,1
11,5,2,5,6,32,39,0
20,2,3,2,6,4,4,0
16,2,2,3,15,34,32,0
7,4,4,3,12,42,26,1
26,3,2,4,55,35,32,0
17,3,3,4,15,36,16,1
18,3,1,4,4,31,32,0
4,3,3,2,23,10,3,1
23,3,3,4,14,41,20,0
8,1,1,2,38,29,22,1
8,3,4,3,6,14,7,1
37,2,1,1,5,26,21,0
38,5,1,5,6,46,51,0
29,1,3,2,12,36,14,0
19,3,4,2,6,6,5,1
19,2,2,2,13,16,14,0
44,3,2,4,15,46,43,0
42,1,1,2,12,7,7,0
3,1,1,1,9,37,28,1
26,4,4,3,10,11,6,1
5,2,5,3,13,33,17,1
45,4,3,3,4,26,14,0
42,3,3,2,1,14,7,0
45,2,2,2,42,35,33,0
32,4,1,4,11,40,44,0
14,3,2,2,12,44,42,0
38,3,1,2,2,35,34,0
26,3,2,3,1,46,44,0
1,2,5,3,15,33,14,1
40,1,2,2,6,7,4,0
5,4,4,5,1,45,24,1
14,2,1,3,8,10,11,0
31,3,1,2,1,32,33,0
14,1,1,1,9,37,30,0
33,4,1,3,50,11,14,0
23,3,5,4,3,43,20,1
24,1,3,1,8,41,16,1
15,4,4,3,15,13,10,1
40,3,2,4,4,33,32,0
22,3,1,3,7,37,38,0
28,1,4,1,9,8,3,1
27,4,2,5,5,48,50,0
12,3,4,2,7,28,12,1
26,3,3,4,2,11,8,0
12,4,3,3,2,12,4,0
11,4,3,3,15,43,27,1
37,4,1,4,20,10,12,0
38,1,1,1,3,41,32,0
45,3,3,3,71,25,12,0
29,3,4,2,2,14,5,1
6,3,3,3,8,45,23,1
36,2,2,2,12,35,33,0
44,2,1,2,76,27,23,0
7,2,4,1,7,21,12,1
45,1,1,1,11,42,34,0
0,4,1,4,2,28,30,1
7,1,1,1,9,45,40,0
13,1,5,2,4,36,17,1
16,1,2,2,26,37,33,1
10,1,2,1,2,19,17,0
38,3,1,2,1,45,45,0
41,1,1,1,1,31,24,0
10,4,5,5,13,48,25,1
18,3,4,3,14,32,14,1
12,1,1,1,12,8,8,0
10,3,4,4,93,12,5,1
24,2,3,1,12,44,22,1
9,1,1,1,88,37,29,1
25,3,5,4,2,42,19,1
34,4,1,5,1,10,11,0
0,2,5,2,83,44,21,1
17,3,3,2,2,11,4,1
7,2,2,2,10,21,17,1
29,4,1,4,15,5,6,0
17,3,4,4,2,50,27,1
32,3,2,3,7,11,10,0
40,1,1,2,45,9,6,0
37,4,2,3,10,24,23,0
24,2,2,3,13,34,32,0
33,2,2,2,10,26,26,0
17,4,2,3,6,37,38,0
8,1,5,1,8,37,15,1
0,3,2,4,10,3,1,1
34,5,2,5,10,32,37,0
4,2,4,3,2,27,13,1
32,1,2,2,20,25,22,0
28,1,2,1,7,27,25,0
24,2,5,2,8,13,8,1
43,3,2,4,15,36,38,0
17,3,1,2,6,4,4,0
31,3,1,3,15,25,27,0
5,1,5,1,7,3,1,1
14,1,1,1,9,48,39,0
27,4,5,4,15,7,5,1
31,1,1,1,14,24,20,0
4,3,3,2,1,31,14,1
14,1,3,1,15,50,21,1
6,1,2,1,12,30,22,1
26,3,5,3,14,29,15,1
7,3,2,3,8,30,30,1
35,2,2,1,7,8,7,0
12,2,2,2,5,28,23,1
6,3,1,2,13,23,24,0
17,2,1,2,12,34,30,0
16,5,3,5,4,50,32,0
30,1,3,2,6,3,1,1
44,5,2,5,5,41,47,0
14,3,5,2,10,38,20,1
45,3,1,3,6,12,14,0
18,4,5,3,7,14,10,1
1,1,3,2,15,22,10,1
34,2,3,1,41,7,2,1
14,1,5,2,14,9,4,1
21,5,1,5,4,24,30,0
6,3,1,4,24,39,39,0
26,4,4,3,5,50,29,1
14,1,2,2,11,32,26,0
29,3,4,4,2,22,13,0
1,2,3,2,8,13,8,1
22,3,4,4,5,20,9,1
16,1,2,1,10,50,44,1
38,4,1,3,15,23,26,0
14,1,2,1,2,17,12,1
10,3,3,4,12,35,18,1
40,2,2,1,46,7,7,0
44,1,1,1,7,4,5,0
29,1,4,2,24,46,21,1
28,3,4,3,9,41,21,1
8,2,2,3,24,41,39,1
21,2,4,3,9,29,11,1
45,3,1,4,13,42,39,0
11,4,5,3,3,41,23,1
27,3,4,3,7,5,1,1
39,1,3,2,10,47,21,0
0,5,3,4,8,6,6,1
0,1,5,1,6,36,13,1
3,4,5,4,67,35,21,1
21,3,4,4,60,50,28,1
40,4,2,3,2,22,24,0
37,2,1,1,8,43,37,0
24,3,4,3,2,43,20,1
26,1,4,2,11,22,11,1
1,3,2,2,23,9,7,1
39,5,2,5,10,33,37,0
15,3,1,3,6,23,24,0
25,3,5,2,2,35,19,1
22,3,1,4,8,15,12,0
6,4,1,3,24,47,47,0
22,4,4,5,4,26,16,1
24,3,3,2,8,42,21,0
2,2,4,1,15,7,3,1
28,3,5,2,10,3,1,1
4,1,3,2,15,13,5,1
35,1,1,2,2,47,36,0
2,3,2,4,14,3,2,1
3,3,4,4,15,24,11,1
22,2,5,3,12,20,8,1
35,3,3,4,10,14,5,0
36,4,1,3,44,36,39,0
45,5,1,4,71,49,54,0
40,1,3,1,2,21,8,0
27,3,1,2,43,26,26,0
18,2,5,2,66,35,19,1
6,2,1,1,9,48,44,0
11,1,2,1,9,29,26,1
38,1,2,1,9,47,38,0
24,1,1,2,8,5,3,0
29,3,4,3,5,30,14,1
9,3,2,4,7,14,15,0
5,1,1,1,1,34,31,1
6,3,2,4,8,6,8,1
33,1,2,2,2,50,42,0
0,1,3,1,13,13,6,1
21,3,5,3,6,24,14,1
29,4,3,4,7,46,25,0
40,2,1,3,6,41,37,0
12,3,2,2,9,38,39,1
11,3,3,4,3,47,22,1
11,1,4,1,11,50,20,1
27,1,2,1,14,44,38,1
25,3,2,2,73,20,17,1
45,2,1,2,51,18,19,0
15,3,3,2,10,28,16,1
7,2,5,2,7,20,7,1
40,3,2,3,34,29,28,0
26,3,4,3,6,17,9,1
45,4,1,4,66,21,25,0
29,2,2,2,73,12,12,1
20,4,2,5,9,10,8,0
18,1,2,1,74,42,34,1
18,5,2,5,10,11,14,0
34,2,1,3,15,46,42,0
24,4,1,5,2,15,18,0
37,3,2,3,9,15,17,0
19,3,1,3,6,48,49,0
42,3,2,3,13,45,46,0
23,1,5,2,6,27,10,1
33,3,1,3,91,5,7,1
25,1,4,1,13,45,21,1
39,3,1,3,3,10,11,0
21,4,1,5,91,7,7,1
35,1,1,1,1,22,18,0
19,1,4,1,3,18,6,1
27,2,3,2,96,16,10,1
0,4,1,3,11,50,53,1
0,1,4,1,4,28,14,1
4,4,5,3,99,26,12,1
29,3,2,4,6,32,32,0
2,1,1,2,7,9,10,1
5,3,3,2,10,24,10,1
15,4,5,5,10,29,15,1
35,1,1,1,8,41,36,0
39,3,1,3,13,6,3,0
24,4,1,4,32,8,11,0
24,4,5,5,8,16,8,1
41,3,1,4,14,20,18,0
5,3,2,3,12,27,29,1
26,2,4,1,14,48,23,1
39,1,3,2,3,23,12,0
27,4,3,4,31,33,20,0
7,3,5,4,37,12,9,1
31,1,2,2,1,49,40,0
22,3,5,2,8,46,21,1
5,4,5,5,48,40,23,1
4,3,2,3,3,20,18,1
21,1,4,2,2,24,8,1
21,2,2,3,7,39,35,0
11,4,3,5,5,8,4,0
9,2,5,2,98,6,2,1
26,2,5,2,7,23,11,1
18,3,4,4,100,20,8,1
27,4,3,4,3,30,14,0
29,1,4,1,9,28,11,1
6,3,2,2,10,9,6,1
44,1,2,1,67,37,28,0
44,1,2,1,91,14,10,1
37,4,1,3,14,10,13,0
7,2,3,1,8,46,22,1
36,1,1,1,48,48,38,0
8,4,3,5,3,20,11,1
0,5,4,5,65,48,31,1
3,4,2,3,12,4,4,1
32,3,1,2,14,26,25,0
32,3,1,3,13,20,21,0
25,1,3,1,12,10,6,1
29,4,2,3,37,11,11,0
19,1,3,1,5,6,4,1
32,5,1,5,10,29,31,0
5,1,1,1,3,23,20,0
24,5,4,5,1,18,10,0
16,3,3,3,6,33,16,1
22,5,3,5,14,48,30,0
36,3,3,4,3,17,10,0
15,4,3,5,55,14,8,1
35,3,2,4,4,24,25,0
2,3,5,3,3,4,3,1
11,1,1,1,10,35,30,0
27,3,4,3,12,31,19,1
0,2,4,2,76,21,13,1
4,1,2,1,14,3,4,1
25,2,4,2,13,49,23,1
12,3,1,2,6,11,10,0
13,2,2,3,9,24,20,0
40,3,1,2,4,37,37,0
15,3,2,4,31,26,28,0
26,4,3,3,67,30,18,1
43,1,3,1,9,41,17,0
30,4,4,4,6,46,25,0
3,4,5,5,15,48,25,1
8,3,2,3,100,33,35,1
9,2,4,2,10,5,1,1
45,1,3,1,11,3,1,0
9,3,5,4,8,37,21,1
25,1,5,2,13,23,8,1
30,2,5,3,11,40,22,1
37,2,3,2,4,16,10,0
23,4,2,5,78,35,35,1
2,3,2,3,5,10,11,1
34,5,1,5,8,50,54,0
10,5,2,5,4,33,37,0
17,3,4,3,9,3,1,1
21,2,5,1,6,43,20,1
20,2,1,1,14,40,34,0
32,3,2,4,25,18,20,0
26,4,5,3,78,47,28,1
4,4,5,3,58,7,2,1
11,3,5,3,5,16,9,1
36,1,2,1,13,45,38,0
8,3,3,3,4,8,2,1
32,3,1,2,37,26,23,0
6,4,5,3,5,36,18,1
22,4,1,4,27,44,45,0
18,2,4,2,13,14,8,1
33,3,1,4,15,6,7,0
25,1,4,1,4,37,18,1
31,2,2,2,10,36,34,0
38,3,3,4,30,7,4,0
4,3,5,2,79,8,7,1
42,1,1,2,5,6,6,0
24,5,3,4,10,26,14,0
20,4,3,4,4,16,11,0
27,4,5,5,8,27,17,1
41,1,1,1,3,16,14,0
1,5,3,5,7,21,11,1
10,1,3,1,10,43,19,1
37,3,1,3,29,13,11,0
21,3,1,4,21,44,45,0
37,4,3,4,1,18,11,0
39,5,1,5,73,12,14,0
4,1,4,1,1,28,12,1
4,2,3,3,3,31,15,1
14,3,4,4,59,28,16,1
25,1,2,2,77,47,36,1
10,1,1,2,15,23,21,0
19,3,1,2,6,24,22,0
4,1,3,2,13,29,14,1
25,3,5,3,5,16,9,1
22,3,4,2,63,13,6,1
33,3,1,4,2,31,32,0
0,1,5,1,15,47,20,1
30,4,2,5,39,38,40,0
5,2,2,1,10,41,37,1
0,5,5,5,5,43,28,1
29,2,1,3,87,35,31,1
30,2,1,3,66,47,43,0
14,2,1,2,10,37,32,0
44,4,2,5,9,19,22,0
30,1,2,2,8,16,16,0
45,3,1,4,4,34,34,0
21,1,3,1,87,20,8,1
38,1,1,1,15,11,12,0
4,4,3,5,5,14,5,1
25,3,5,2,4,34,20,1
22,2,2,3,76,13,13,1
14,2,2,1,12,12,11,1
6,4,5,5,3,10,6,1
16,3,5,2,11,25,15,1
12,1,2,1,53,49,40,1
10,3,1,4,3,13,11,0
37,4,3,3,9,15,9,0
21,1,4,1,11,10,5,1
40,1,3,2,6,36,14,0
40,3,2,3,10,3,5,0
33,3,1,2,13,29,26,0
9,3,2,3,2,33,31,1
4,1,4,2,73,26,12,1
36,3,1,2,2,36,36,0
31,3,1,3,69,8,6,0
6,4,2,3,15,50,53,1
45,2,1,3,15,35,30,0
21,2,5,1,49,34,19,1
41,4,1,3,4,15,14,0
2,2,1,3,14,28,28,0
4,3,4,2,11,31,18,1
11,1,3,2,2,10,2,1
4,2,2,1,6,11,10,1
39,1,1,1,10,43,33,0
19,2,2,1,15,24,22,1
7,1,3,2,11,3,1,1
27,1,2,1,14,28,21,0
22,2,4,1,74,16,9,1
34,1,1,1,14,22,20,0
31,1,1,1,15,14,14,0
27,2,3,3,6,13,4,1
39,4,2,5,54,11,14,0
33,4,1,4,7,40,42,0
23,3,1,4,10,14,11,0
33,1,2,2,9,29,25,0
2,4,5,3,7,40,24,1
41,2,1,3,9,27,22,0
17,3,5,4,11,44,23,1
16,3,4,2,33,32,15,1
13,1,2,1,1,14,13,0
33,3,1,2,5,14,15,0
11,1,4,1,12,20,7,1
40,2,2,1,9,6,4,0
14,1,4,2,1,3,1,1
14,1,1,2,1,13,12,0
30,2,5,1,3,16,8,1
13,3,1,2,11,20,20,0
24,4,5,5,74,15,8,1
44,1,1,2,13,12,12,0
26,3,2,2,89,50,47,1
37,2,2,3,6,12,11,0
7,2,2,1,12,6,6,1
40,1,1,2,9,32,26,0
12,1,3,2,15,29,14,1
6,3,4,3,5,27,13,1
15,3,3,2,2,5,3,1
41,3,2,2,85,39,41,0
14,2,3,2,1,6,4,1
28,1,2,1,11,41,34,0
44,2,3,2,8,9,4,0
20,2,1,1,13,30,28,0
31,4,1,4,12,19,22,0
1,3,5,2,7,27,14,1
13,4,3,5,7,18,8,1
6,2,4,2,69,23,14,1
44,3,3,4,14,35,18,0
4,3,3,3,14,34,16,1
16,2,4,1,85,7,3,1
45,4,2,4,11,15,17,0
16,1,5,2,13,22,11,1
26,3,3,2,78,45,26,1
29,3,4,4,14,7,5,1
0,2,2,3,7,13,13,1
33,2,2,1,13,46,40,0
25,3,1,3,4,25,22,0
11,3,1,4,4,47,45,0
4,1,3,1,15,48,23,1
25,3,4,3,8,10,6,1
45,1,1,2,13,15,15,0
28,3,1,4,7,11,9,0
15,4,5,5,4,49,26,1
8,2,5,1,7,43,22,1
26,3,2,3,3,16,15,0
1,2,2,2,15,27,25,1
44,1,1,2,5,5,3,0
17,3,3,3,11,27,13,1
18,3,3,4,3,28,15,0
14,4,1,5,1,32,31,0
8,3,4,3,76,36,17,1
27,1,3,1,10,41,17,1
15,3,2,3,74,44,42,1
5,3,5,4,11,9,2,1
16,4,1,5,89,47,51,1
10,2,1,2,9,40,34,0
30,2,3,2,12,36,19,0
7,4,5,3,14,19,10,1
10,3,4,3,5,47,25,1
28,1,2,1,2,33,29,0
15,2,5,3,8,19,11,1
43,4,2,3,2,6,5,0
35,4,3,5,4,37,20,0
1,3,3,4,11,28,17,1
17,2,1,2,11,13,12,0
13,1,3,2,13,48,23,1
34,3,3,3,21,14,9,0
21,3,1,2,7,18,16,0
41,2,3,1,12,30,12,0
6,4,4,5,74,14,10,1
31,4,2,5,64,33,36,0
14,1,5,2,15,42,20,1
44,4,3,5,3,16,9,0
8,2,4,1,6,8,5,1
44,4,1,3,2,44,44,0
44,4,2,5,2,12,13,0
29,3,1,3,21,41,42,0
43,3,1,2,13,18,19,0
31,4,1,4,73,25,26,0
33,1,1,1,99,16,11,1
29,1,1,2,10,14,11,0
12,4,2,5,92,42,44,1
4,3,5,4,87,20,8,1
9,4,4,4,6,45,28,1
26,3,5,4,5,6,6,1
12,1,5,2,26,15,5,1
23,3,4,2,6,40,19,1
31,2,2,1,8,36,35,0
15,4,5,3,8,12,4,1
27,1,2,2,35,25,21,0
26,3,4,3,11,32,19,1
19,1,5,2,15,35,18,1
2,2,4,1,13,38,20,1
31,3,1,4,9,39,37,0
9,3,5,3,6,11,5,1
19,3,5,3,15,43,20,1
5,1,3,1,11,50,21,1
38,1,3,1,4,50,20,0
5,1,1,2,4,42,32,0
12,1,2,2,3,37,33,1
45,2,3,1,4,37,15,0
15,3,4,4,5,28,16,1
27,3,5,4,56,18,11,1
3,2,4,1,5,44,22,1
31,5,2,5,3,43,50,0
3,4,2,4,5,25,28,1
9,1,5,2,83,27,11,1
31,4,2,3,13,44,45,0
43,3,1,4,9,45,45,0
42,2,1,2,24,12,9,0
0,3,3,3,8,12,6,1
29,1,2,1,12,40,32,0
22,1,3,1,31,42,17,1
8,1,1,1,7,44,38,1
16,3,3,3,11,40,20,1
19,1,1,1,14,6,6,0
0,3,5,3,57,7,3,1
25,1,2,2,12,24,21,0
45,2,2,2,11,19,16,0
36,2,1,2,6,47,45,0
13,4,3,3,6,20,10,1
10,1,4,1,78,28,11,1
40,1,1,1,10,6,6,0
30,1,1,1,6,41,32,0
12,4,3,3,1,15,10,1
2,2,4,3,10,12,7,1
26,3,5,4,13,27,17,1
31,3,1,3,13,10,11,0
13,2,1,1,5,11,10,0
16,1,4,1,52,12,6,1
15,3,5,3,1,27,12,1
42,1,2,1,2,50,40,0
25,5,5,4,57,39,21,1
45,1,3,1,8,48,21,0
13,1,3,1,7,32,12,1
23,3,1,4,60,32,33,0
10,1,3,1,15,36,15,1
25,3,2,2,4,10,7,0
34,2,1,3,55,28,24,0
14,1,5,1,7,13,5,1
14,1,4,1,57,47,21,1
40,3,1,4,72,26,27,0
18,1,5,1,10,15,7,1
38,1,2,1,9,46,35,0
21,2,5,3,1,39,21,1
15,2,5,3,6,20,10,1
15,1,5,1,9,3,1,1
16,3,2,2,15,24,21,1
33,4,2,3,10,4,2,0
0,4,3,3,1,45,27,1
23,3,2,2,66,42,42,1
27,3,1,4,8,47,44,0
42,2,2,1,1,37,31,0
32,2,1,2,5,50,45,0
16,2,5,3,10,25,10,1
6,2,3,2,14,4,1,1
25,4,2,3,1,49,54,0
3,4,2,3,14,5,5,1
16,2,4,2,49,50,26,1
6,3,5,2,74,29,15,1
16,3,1,3,42,14,11,0
34,3,2,4,3,7,5,0
24,1,4,1,4,33,13,1
6,4,4,3,8,27,17,1
2,1,1,2,5,39,34,0
32,3,1,3,42,18,15,0
13,1,3,2,10,30,15,1
24,1,4,2,12,36,16,1
9,3,4,2,1,32,14,1
2,3,5,4,11,37,17,1
22,3,2,2,7,7,8,0
40,4,1,5,4,23,22,0
30,3,3,2,4,42,23,0
29,1,1,2,4,42,35,0
5,1,1,1,12,29,24,1
39,4,2,5,13,48,52,0
4,1,5,1,14,4,2,1
7,1,4,1,8,27,10,1
28,3,1,4,3,25,22,0
25,3,4,4,6,7,1,0
27,1,3,1,15,14,6,1
29,1,5,1,5,29,12,1
10,3,2,3,97,8,8,1
21,4,2,5,92,15,16,1
18,3,3,4,5,16,6,0
12,1,5,2,8,26,13,1
29,1,1,2,5,5,4,0
19,1,3,1,5,9,6,1
33,4,2,4,8,49,49,0
11,4,2,5,13,25,25,0
5,3,1,3,11,43,44,0
4,1,1,1,12,19,16,1
14,4,2,3,4,41,45,0
7,3,2,3,7,37,39,1
2,4,2,3,7,7,9,1
30,2,4,3,5,49,23,1
39,3,1,3,5,39,40,0
44,4,2,4,4,17,20,0
12,3,1,3,10,41,41,0
22,3,1,4,14,8,9,0
30,4,3,4,12,16,8,0
17,1,2,1,3,11,10,0
17,2,3,2,71,31,14,1
17,1,4,1,5,5,5,1
27,1,1,1,8,37,29,0
19,1,3,2,4,15,5,1
0,3,3,2,10,35,16,1
27,3,5,3,12,38,22,1
40,3,1,4,15,43,40,0
36,4,1,3,15,24,23,0
27,4,1,4,3,31,30,0
24,3,3,4,2,4,1,0
1,2,4,3,12,4,4,1
28,1,2,1,45,6,5,1
43,2,3,1,10,36,16,0
9,2,3,1,5,5,4,1
23,1,5,1,5,28,13,1
13,4,1,3,12,47,52,0
17,2,1,1,15,43,40,0
37,4,3,3,5,23,13,0
38,2,3,3,2,29,14,0
43,4,1,5,3,18,18,0
6,1,4,1,2,8,1,1
8,4,3,3,3,21,11,1
7,1,3,2,4,5,5,1
19,1,5,1,4,29,10,1
37,4,1,5,33,50,53,0
28,3,4,4,3,30,16,0
26,1,5,1,2,23,8,1
3,2,3,1,10,46,22,1
24,3,3,2,10,18,9,1
34,1,2,1,12,16,12,0
38,2,1,3,2,23,19,0
1,3,5,2,5,5,5,1
22,3,5,3,6,47,23,1
29,2,4,2,11,21,12,1
39,4,2,3,13,3,3,0
24,4,1,3,7,15,14,0
14,3,3,4,8,46,25,1
5,3,5,3,79,18,9,1
40,4,1,4,6,11,14,0
34,1,1,2,1,19,17,0
2,1,4,1,100,12,4,1
37,4,2,5,11,16,15,0
21,3,2,3,14,30,27,0
39,4,1,5,4,23,27,0
40,4,2,5,38,36,38,0
43,4,1,5,12,15,14,0
29,1,5,2,1,45,22,1
43,3,2,3,2,14,13,0
25,3,2,2,47,43,42,1
18,5,5,4,6,12,9,1
27,2,1,2,3,15,12,0
5,3,5,3,34,48,27,1
43,1,1,2,9,25,22,0
2,4,3,4,15,38,23,1
23,1,2,1,13,25,19,0
15,3,2,2,10,36,36,0
41,3,2,3,4,28,27,0
25,3,3,2,5,48,25,1
4,3,4,2,14,12,6,1
25,1,3,2,7,14,9,1
27,3,2,2,5,18,20,0
23,1,3,1,8,32,15,1
7,1,5,2,11,40,15,1
10,5,2,5,13,30,34,0
9,4,4,5,1,12,9,1
33,1,2,1,8,26,22,0
40,3,1,3,33,19,19,0
31,3,1,4,6,32,29,0
12,3,3,2,4,7,6,1
15,2,1,1,4,10,10,0
34,1,2,2,12,24,22,0
30,4,4,4,34,29,19,1
8,4,1,3,75,40,44,1
3,4,4,3,15,37,18,1
28,4,4,5,3,42,22,0
11,4,2,5,10,45,48,0
16,4,1,5,75,45,47,1
12,1,1,1,13,7,6,0
10,4,2,5,15,47,51,0
32,1,1,1,10,50,44,0
2,4,5,3,42,28,16,1
35,5,1,4,14,27,30,0
2,3,4,4,14,17,7,1
7,2,2,2,6,10,8,1
6,4,4,4,13,16,7,1
32,4,1,3,8,28,30,0
44,3,1,2,6,32,30,0
20,3,3,4,2,31,18,0
36,3,1,4,15,7,5,0
3,4,2,4,21,4,2,1
0,3,5,2,12,50,26,1
2,3,5,2,11,50,28,1
12,1,2,2,85,35,27,1
3,2,1,1,4,19,17,1
0,2,5,1,41,43,21,1
41,1,2,1,11,17,14,0
20,1,1,1,9,8,8,0
38,4,1,3,12,24,25,0
39,3,3,4,13,46,24,0
33,1,2,1,69,21,18,1
13,2,4,3,12,46,23,1
41,2,1,1,7,42,37,0
18,1,1,2,13,30,23,0
7,3,5,3,12,11,3,1
2,2,3,3,12,3,1,1
23,3,2,3,14,17,18,0
15,2,3,3,69,35,19,1
4,3,5,2,51,33,18,1
19,4,3,3,9,36,21,1
18,4,4,3,10,4,1,1
7,1,3,1,2,37,17,1
1,4,5,4,47,6,6,1
4,3,5,4,10,11,4,1
23,4,2,5,2,40,44,0
28,1,5,1,32,23,11,1
35,1,2,1,36,7,8,0
29,1,2,2,7,41,34,0
30,4,1,3,79,50,53,0
4,3,5,2,2,13,4,1
35,3,3,4,11,30,15,0
37,2,2,1,6,21,17,0
31,1,1,1,13,14,14,0
15,4,2,5,14,32,34,1
29,3,1,2,93,35,36,1
18,4,4,5,13,7,5,1
11,1,2,1,7,18,15,1
5,3,1,3,1,36,33,0
44,3,1,2,10,37,39,0
0,4,5,5,1,31,19,1
45,3,3,2,5,14,9,0
13,3,1,3,3,17,16,0
43,2,3,1,1,27,12,0
18,1,1,1,13,14,14,0
17,2,5,1,6,3,4,1
11,3,2,2,86,5,3,1
39,3,1,4,1,7,8,0
45,1,2,2,10,44,35,0
10,1,1,1,8,22,18,0
39,1,1,1,8,30,22,0
31,4,3,4,8,39,24,0
10,1,1,1,15,21,19,1
5,4,4,4,9,7,1,1
3,3,5,4,12,45,22,1
34,4,1,4,6,45,46,0
4,3,5,4,80,29,13,1
5,2,2,2,5,21,16,1
17,4,2,3,87,26,25,1
23,3,1,2,14,26,25,0
23,1,3,1,2,20,6,1
20,2,2,1,4,48,43,0
38,3,2,3,2,24,21,0
3,1,5,2,15,9,5,1
16,1,1,1,4,37,33,0
15,2,5,3,7,19,10,1
31,1,1,1,7,32,28,0
22,4,5,4,9,33,17,1
34,3,1,3,13,3,3,0
26,1,4,1,3,20,7,1
6,3,1,4,1,49,46,0
30,3,4,2,13,20,12,0
31,2,2,1,13,24,19,0
8,5,1,5,4,14,17,0
24,3,3,3,1,49,24,0
1,3,5,2,88,48,25,1
10,1,4,1,6,32,12,1
23,1,3,1,58,17,9,1
26,3,2,4,9,10,10,0
15,4,2,3,99,26,29,1
1,4,2,4,8,38,42,1
10,3,3,4,13,37,19,1
26,3,4,4,59,44,24,1
18,2,4,3,9,13,8,1
42,3,1,2,7,30,30,0
9,1,5,2,8,37,19,1
27,3,5,4,58,14,9,1
36,3,2,2,86,43,40,0
13,1,4,1,97,40,17,1
4,1,2,1,24,48,41,1
2,2,5,3,3,41,20,1
15,3,5,3,13,25,15,1
39,2,1,2,12,18,15,0
33,3,1,2,5,3,3,0
12,3,2,3,2,35,33,0
35,2,2,3,3,20,18,0
14,1,2,2,81,46,35,1
8,3,1,4,44,37,38,1
42,1,1,2,11,23,18,0
35,4,1,4,15,30,32,0
12,1,2,1,3,23,18,1
8,4,5,5,55,45,24,1
15,1,4,1,13,50,24,1
3,4,5,4,3,43,27,1
42,2,2,3,14,21,17,0
6,2,4,1,8,25,12,1
29,3,5,2,9,48,26,1
13,3,5,3,3,49,23,1
24,1,3,1,43,33,16,1
3,1,1,1,15,19,16,1
31,3,3,4,5,37,22,0
37,2,1,2,6,34,28,0
32,3,1,2,12,9,9,0
37,4,3,3,14,35,21,0
39,1,2,2,6,4,4,0
13,5,4,4,64,23,14,1
17,3,5,2,14,40,20,1
37,3,1,3,3,46,44,0
22,3,2,2,55,21,18,1
21,3,5,4,15,32,19,1
36,4,1,5,5,5,6,0
25,1,5,1,15,8,3,1
37,3,1,3,4,36,38,0
10,3,2,2,70,34,32,1
23,3,3,2,6,34,17,0
39,2,1,2,15,11,12,0
16,3,5,2,14,10,6,1
40,1,2,1,44,11,11,0
18,3,4,2,2,43,24,1
7,1,4,1,9,22,7,1
43,1,2,1,11,50,40,0
36,3,3,3,3,36,21,0
24,3,1,2,8,18,16,0
33,1,3,2,15,6,5,0
42,1,2,1,9,47,36,0
12,2,1,2,12,31,26,0
2,3,2,3,7,15,13,1
27,3,1,3,4,38,36,0
36,3,2,2,6,32,34,0
22,1,1,2,10,48,41,0
0,1,5,2,81,50,23,1
7,3,2,4,12,7,9,1
3,4,3,5,7,7,1,1
4,3,4,4,10,36,17,1
30,2,1,3,3,40,37,0
29,2,2,1,14,34,29,0
23,3,5,3,11,17,7,1
16,1,2,1,5,11,12,1
33,2,2,1,10,46,44,0
3,2,5,1,21,11,6,1
8,2,4,2,1,14,6,1
35,4,1,5,14,16,19,0
35,2,1,1,2,32,31,0
39,1,1,1,15,47,41,0
23,1,3,2,11,21,10,0
5,1,1,1,12,37,31,1
16,3,5,3,4,48,24,1
35,3,1,3,14,28,27,0
34,2,1,3,7,17,18,0
44,4,2,4,5,17,18,0
36,3,2,4,4,24,22,0
14,4,2,3,12,21,20,1
12,1,5,1,2,47,21,1
24,4,2,5,21,45,45,0
22,3,5,3,7,31,15,1
43,4,3,5,14,17,9,0
24,2,1,2,82,47,43,1
16,4,1,5,14,25,26,0
8,1,4,2,11,28,15,1
14,1,2,1,8,19,14,1
39,2,3,1,5,20,8,0
13,4,3,5,15,35,18,1
7,1,2,1,10,33,28,1
20,4,2,3,8,39,40,0
18,4,3,3,96,20,10,1
32,4,2,5,10,12,10,0
1,3,2,4,8,28,25,1
39,1,2,1,52,21,19,1
35,3,2,3,56,15,12,0
37,1,2,2,46,43,33,1
42,2,1,3,3,26,21,0
35,3,1,2,12,14,15,0
9,3,5,4,14,27,16,1
0,4,4,5,7,20,13,1
23,2,2,2,3,49,43,0
23,3,3,4,8,5,2,0
6,1,2,1,15,3,4,1
8,4,1,4,62,12,10,1
7,5,4,5,11,34,23,1
0,3,3,4,2,29,13,1
11,1,5,2,32,5,2,1
45,1,2,1,6,24,20,0
12,2,2,2,11,24,23,1
7,4,1,5,4,3,1,0
8,2,2,3,5,47,43,1
37,3,1,3,11,13,12,0
27,3,3,2,3,28,13,0
4,3,5,2,15,11,7,1
33,4,2,4,4,44,47,0
12,2,5,2,6,42,20,1
39,2,2,1,15,14,11,0
42,5,1,5,15,41,45,0
14,4,1,4,10,3,6,0
30,2,4,3,35,28,13,1
13,3,2,4,10,8,6,1
43,4,2,5,13,13,15,0
2,3,4,2,15,48,27,1
5,3,3,3,3,5,1,1
